City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Takaka,NZ,-40.85,172.8,56.97,97,100,7.47,overcast clouds
351,Taveta,KE,-3.3963,37.6736,71.19,67,86,5.08,overcast clouds
352,Bonnyville,CA,54.2668,-110.735,66.0,52,100,13.53,overcast clouds
353,Parrita,CR,9.5201,-84.3225,96.57,69,73,8.01,broken clouds
354,Haimen,CN,23.1935,116.6142,76.89,81,86,15.17,overcast clouds
355,Yar-Sale,RU,66.8333,70.8333,37.96,66,69,12.12,broken clouds
356,Longyan,CN,25.1072,117.0225,69.62,99,59,2.59,broken clouds
357,Richards Bay,ZA,-28.783,32.0377,60.55,74,0,7.76,clear sky
358,Shieli,KZ,44.1667,66.75,83.61,32,22,10.85,few clouds
359,San Sebastian,ES,43.3128,-1.975,71.15,74,20,3.0,few clouds
360,Estelle,US,29.8458,-90.1067,78.8,86,90,5.75,heavy intensity rain
361,Evanton,GB,57.6638,-4.34,62.26,79,92,6.35,overcast clouds
362,El Cobre,CU,20.0489,-75.9469,85.44,70,40,6.02,scattered clouds
363,Broumov,CZ,50.5857,16.3318,70.03,76,24,5.28,few clouds
364,Evensk,RU,61.95,159.2333,47.7,82,100,0.47,overcast clouds
365,Pontes E Lacerda,BR,-15.2261,-59.3353,95.13,28,63,4.38,broken clouds
366,Belyy Yar,RU,53.6039,91.3903,48.09,87,0,8.37,clear sky
367,Morehead,US,37.2711,-87.1764,76.71,97,90,8.05,light rain
368,Kamina,CD,-8.7386,24.9906,67.51,57,71,4.41,broken clouds
369,Narsaq,GL,60.9167,-46.05,57.42,65,100,5.37,overcast clouds
370,Pathein,MM,16.7833,94.7333,83.68,76,89,7.54,overcast clouds
371,Kamenka,RU,51.3223,42.7678,57.78,89,60,5.68,broken clouds
372,Patnongon,PH,10.9132,121.9937,78.08,78,100,3.11,overcast clouds
373,Bonthe,SL,7.5264,-12.505,83.28,77,95,11.61,overcast clouds
374,Sobolevo,RU,54.4299,31.8996,59.4,86,50,5.82,moderate rain
375,Kaeo,NZ,-35.1,173.7833,60.33,97,100,18.14,light rain
376,Adelanto,US,34.5828,-117.4092,90.18,17,17,7.94,few clouds
377,Coahuayana,MX,18.7333,-103.6833,94.48,43,94,8.52,overcast clouds
378,Vila,PT,42.0304,-8.1588,71.74,54,30,3.87,scattered clouds
379,Lukovetskiy,RU,64.2956,41.9211,48.18,40,53,11.03,broken clouds
380,Mega,ET,4.05,38.3,61.56,64,61,10.67,broken clouds
381,Namatanai,PG,-3.6667,152.4333,79.03,85,85,3.91,light rain
382,Gushi,CN,34.6425,109.5843,85.01,32,100,4.81,overcast clouds
383,Cartagena,CO,10.3997,-75.5144,89.22,70,75,11.5,broken clouds
384,Peshkovo,RU,47.0187,39.3885,65.88,79,91,10.11,overcast clouds
385,Young,UY,-32.6833,-57.6333,59.23,51,2,9.62,clear sky
386,Chumikan,RU,54.7183,135.315,33.64,98,91,0.67,overcast clouds
387,Black River,JM,18.0264,-77.8487,87.8,55,5,20.24,clear sky
388,Znamenskoye,RU,57.1281,73.8282,58.15,75,6,6.06,clear sky
389,Vung Tau,VN,10.346,107.0843,82.47,82,100,14.5,overcast clouds
390,Turayf,SA,31.6725,38.6637,84.45,17,0,5.75,clear sky
391,Shizunai,JP,42.3339,142.3669,54.64,90,98,5.77,overcast clouds
392,Milkovo,RU,54.7167,158.6167,40.73,90,100,0.74,overcast clouds
393,Merauke,ID,-8.4667,140.3333,75.97,90,99,14.32,overcast clouds
394,Okakarara,NA,-20.5833,17.4333,53.74,40,0,7.94,clear sky
395,Yorosso,ML,12.3536,-4.7761,99.45,23,29,14.94,scattered clouds
396,Jijiga,ET,9.35,42.8,66.94,69,32,12.24,scattered clouds
397,Kiunga,PG,-6.1219,141.2906,73.09,100,94,1.1,overcast clouds
398,Bandarbeyla,SO,9.4942,50.8122,81.0,80,2,28.86,clear sky
399,Atocha,BO,-20.9333,-66.2333,47.14,15,6,31.18,clear sky
400,Providencia,MX,28.7167,-111.5833,100.62,20,48,8.99,scattered clouds
401,Ballina,AU,-28.8667,153.5667,48.94,96,12,0.0,few clouds
402,Prince Rupert,CA,54.3161,-130.3201,50.09,87,90,9.22,light rain
403,Grand Gaube,MU,-20.0064,57.6608,75.6,85,31,3.0,scattered clouds
404,Leningradskiy,RU,69.3833,178.4167,35.31,90,97,11.7,overcast clouds
405,Along,IN,28.1667,94.7667,72.27,98,98,0.56,overcast clouds
406,Zhigansk,RU,66.7697,123.3711,46.35,50,55,7.7,broken clouds
407,Reconquista,AR,-29.15,-59.65,69.06,46,13,13.78,few clouds
408,Flinders,AU,-34.5833,150.8552,53.06,84,22,1.01,few clouds
409,Luau,AO,-10.7073,22.2247,65.25,47,49,4.72,scattered clouds
410,Uruzgan,AF,32.8333,66.0,79.57,10,0,1.92,clear sky
411,Zhezkazgan,KZ,47.8043,67.7144,66.99,23,71,10.42,broken clouds
412,Vanavara,RU,60.34,102.2797,34.48,73,2,5.06,clear sky
413,Xichang,CN,27.8964,102.2634,66.33,94,79,2.68,moderate rain
414,Iquique,CL,-20.2208,-70.1431,62.64,63,100,9.08,overcast clouds
415,Soe,ID,-9.8607,124.284,61.56,91,35,4.54,scattered clouds
416,Barcelona,ES,41.3888,2.159,77.9,65,20,1.99,few clouds
417,Puksoozero,RU,62.5903,40.6066,57.11,90,84,8.7,moderate rain
418,Biak,ID,-0.9131,122.8766,75.29,74,90,5.26,overcast clouds
419,Sfantu Gheorghe,RO,45.8667,25.7833,57.27,89,32,2.62,scattered clouds
420,Korem,ET,12.5058,39.5228,65.16,36,28,3.76,scattered clouds
421,Tatvan,TR,38.5067,42.2817,52.47,57,2,4.18,clear sky
422,Peniche,PT,39.3558,-9.3811,72.88,79,0,17.18,clear sky
423,Bahnea,RO,46.3667,24.4833,67.82,68,90,3.13,overcast clouds
424,Homer,US,59.6425,-151.5483,58.77,75,1,8.05,clear sky
425,Kavaratti,IN,10.5669,72.642,82.83,74,100,10.49,overcast clouds
426,Puertollano,ES,38.6871,-4.1073,85.08,30,2,7.05,clear sky
427,Jiwani,PK,25.05,61.7417,84.54,74,13,7.83,few clouds
428,Togur,RU,58.3631,82.8265,56.23,92,99,11.3,overcast clouds
429,Solwezi,ZM,-12.1688,26.3894,61.39,57,92,3.67,overcast clouds
430,Labuhan,ID,-6.8844,112.2051,78.39,85,34,4.92,scattered clouds
431,Riyadh,SA,24.6877,46.7219,104.05,7,0,9.22,clear sky
432,Sinegorye,RU,62.0788,150.477,46.08,74,26,5.26,scattered clouds
433,Roald,NO,62.5833,6.1333,59.92,88,75,6.91,broken clouds
434,Port-Gentil,GA,-0.7193,8.7815,80.56,83,40,10.36,scattered clouds
435,Honningsvag,NO,70.9821,25.9704,39.52,69,7,3.96,clear sky
436,Vostok,RU,46.4856,135.8833,44.15,94,100,4.79,overcast clouds
437,Elizabeth City,US,36.2946,-76.2511,94.01,62,1,3.0,clear sky
438,Bonaventure,CA,48.0457,-65.4926,70.39,72,100,10.51,overcast clouds
439,Namibe,AO,-15.1961,12.1522,75.83,83,0,6.91,clear sky
440,Ugoofaaru,MV,5.6667,73.0,82.71,76,96,15.19,overcast clouds
441,The Valley,AI,18.217,-63.0578,84.34,70,40,16.11,scattered clouds
442,Ancud,CL,-41.8697,-73.8203,50.43,80,100,15.5,overcast clouds
443,Pangkalanbuun,ID,-2.6833,111.6167,73.99,98,100,1.28,overcast clouds
444,Kidal,ML,18.4411,1.4078,104.97,10,6,13.29,clear sky
445,Peyima,SL,8.7,-11.0333,80.46,76,96,3.49,overcast clouds
446,Santander,ES,43.4647,-3.8044,64.98,84,20,5.99,few clouds
447,Tadine,NC,-21.55,167.8833,70.16,61,99,12.82,overcast clouds
448,Beyneu,KZ,45.3167,55.2,66.97,50,2,9.01,clear sky
449,Washington,US,47.5001,-120.5015,56.57,44,100,1.39,overcast clouds
450,Camden,US,39.7835,-74.9663,95.81,45,4,3.0,clear sky
451,Shingu,JP,33.7333,135.9833,68.59,81,100,4.27,overcast clouds
452,Whitehorse,CA,60.7161,-135.0538,52.02,76,75,3.0,light rain
453,Tari,NG,12.4086,4.4914,78.22,68,100,12.12,moderate rain
454,Tura,IN,25.5198,90.2201,73.29,97,67,6.91,moderate rain
455,Mbengwi,CM,6.0167,10.0,65.08,96,100,2.08,moderate rain
456,Tabou,CI,4.423,-7.3528,79.84,81,100,9.4,overcast clouds
457,Straumen,NO,63.8709,11.2999,60.8,95,100,4.32,overcast clouds
458,Hofn,IS,64.2539,-15.2082,47.3,92,100,10.76,overcast clouds
459,Gushikawa,JP,26.3544,127.8686,75.2,92,90,6.26,moderate rain
460,Ferrol,ES,43.4832,-8.2369,70.05,81,97,15.97,overcast clouds
461,Quepos,CR,9.4236,-84.1652,96.1,73,95,6.8,overcast clouds
462,Berlevag,NO,70.8578,29.0864,40.8,71,6,4.32,clear sky
463,Oistins,BB,13.0667,-59.5333,86.09,54,75,20.71,broken clouds
464,Maraa,BR,-1.8333,-65.3667,82.08,85,96,3.0,overcast clouds
465,Tiarei,PF,-17.5333,-149.3333,82.42,76,24,11.48,few clouds
466,Urengoy,RU,65.9667,78.3667,34.34,74,25,7.34,scattered clouds
467,Saint-Louis,SN,16.3333,-15.0,110.84,9,5,8.48,clear sky
468,Huarmey,PE,-10.0681,-78.1522,70.27,69,68,9.8,broken clouds
469,Mahina,PF,-17.5065,-149.489,82.17,74,20,10.13,few clouds
470,Bukama,CD,-9.2,25.85,72.01,53,62,1.12,broken clouds
471,Yeppoon,AU,-23.1333,150.7333,47.98,85,4,7.65,clear sky
472,Gua Musang,MY,4.8823,101.9644,71.96,97,100,1.41,overcast clouds
473,Toamasina,MG,-18.1667,49.3833,69.8,88,75,14.97,light rain
474,Saint-Francois,FR,46.4154,3.9054,63.48,84,90,11.5,overcast clouds
475,Atlantic Beach,US,30.3344,-81.3987,95.22,69,1,16.11,clear sky
476,Touros,BR,-5.1989,-35.4608,81.5,79,38,13.73,scattered clouds
477,Santa,PH,17.486,120.4348,79.59,86,100,4.47,overcast clouds
478,Storforshei,NO,66.4043,14.5233,67.78,45,75,3.87,broken clouds
479,Bubaque,GW,11.2833,-15.8333,79.63,84,68,16.82,broken clouds
480,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.04,81,53,10.07,broken clouds
481,Morant Bay,JM,17.8815,-76.4093,88.63,70,34,14.52,scattered clouds
482,Lufilufi,WS,-13.8745,-171.5986,74.98,75,33,6.11,light rain
483,Diffa,NE,13.3154,12.6113,92.68,28,8,8.75,clear sky
484,Husavik,IS,66.0449,-17.3389,58.91,60,96,11.65,overcast clouds
485,Morondava,MG,-20.2833,44.2833,74.64,56,90,13.47,overcast clouds
486,Shenjiamen,CN,29.9576,122.298,68.5,86,0,6.89,clear sky
487,Nome,US,64.5011,-165.4064,37.17,93,90,8.05,light rain
488,Fairbanks,US,64.8378,-147.7164,64.49,57,1,0.0,clear sky
489,Havoysund,NO,70.9963,24.6622,43.68,67,6,6.38,clear sky
490,Tumut,AU,-35.3,148.2167,34.79,93,100,1.97,overcast clouds
491,Gat,IL,31.61,34.7642,74.8,8,0,4.03,clear sky
492,Oblivskaya,RU,48.5362,42.5014,59.95,83,100,6.87,overcast clouds
493,Ust-Nera,RU,64.5667,143.2,58.8,75,100,5.57,overcast clouds
494,Acarau,BR,-2.8856,-40.12,80.31,80,58,9.33,broken clouds
495,Abu Samrah,SY,35.3029,37.1841,71.4,37,0,8.75,clear sky
496,Dudinka,RU,69.4058,86.1778,31.08,98,100,7.02,overcast clouds
497,Saint-Hyacinthe,CA,45.6168,-72.9491,88.03,52,58,11.65,broken clouds
498,Sinop,TR,41.7711,34.8709,51.13,66,3,4.79,clear sky
499,Katsuura,JP,35.1333,140.3,70.11,89,100,1.81,overcast clouds
500,Kieta,PG,-6.2167,155.6333,78.13,85,100,4.83,light rain
501,Mandan,US,46.8267,-100.8896,80.58,27,1,23.02,clear sky
502,Henties Bay,NA,-22.116,14.2845,77.86,40,0,2.1,clear sky
503,Catamarca,AR,-28.4696,-65.7852,72.5,45,6,7.0,clear sky
504,Lesnoy,RU,57.6198,63.0784,58.66,57,18,5.46,few clouds
505,Barra Dos Coqueiros,BR,-10.9089,-37.0386,82.42,69,40,11.5,scattered clouds
506,Guanica,PR,17.9716,-66.908,87.98,70,86,11.99,overcast clouds
507,Peace River,CA,56.2501,-117.286,64.71,39,90,8.28,overcast clouds
508,Castelo Do Piaui,BR,-5.3222,-41.5525,94.17,30,94,4.18,overcast clouds
509,Cavalcante,BR,-13.7975,-47.4583,81.03,37,100,8.19,overcast clouds
510,Neuquen,AR,-38.9516,-68.0591,57.09,44,0,10.36,clear sky
511,Komsomolskiy,UZ,40.4272,71.7189,88.52,22,96,6.91,overcast clouds
512,Sulphur,US,30.2366,-93.3774,86.0,71,40,11.16,scattered clouds
513,Fortuna,US,40.5982,-124.1573,67.42,62,40,5.99,scattered clouds
514,Tabatinga,BR,-4.2525,-69.9381,84.29,74,40,5.75,scattered clouds
515,Sidi Ali,DZ,36.0998,0.4206,68.5,65,0,6.04,clear sky
516,Windhoek,NA,-22.5594,17.0832,55.6,40,0,3.44,clear sky
517,Farsund,NO,58.0948,6.8047,58.95,86,18,13.33,few clouds
518,Barra Da Estiva,BR,-13.6261,-41.3269,67.41,73,99,4.76,overcast clouds
519,Kota,IN,25.1833,75.8333,90.32,42,51,11.43,broken clouds
520,Channel-Port Aux Basques,CA,47.5702,-59.1367,52.38,65,0,14.34,clear sky
521,Voyvozh,RU,62.892,54.9635,54.73,41,100,4.12,overcast clouds
522,Curvelo,BR,-18.7564,-44.4308,80.29,39,100,5.59,overcast clouds
523,Nara,JP,34.6851,135.8049,69.49,74,100,1.14,overcast clouds
524,Asekeyevo,RU,53.5742,52.7972,58.17,60,9,3.85,clear sky
525,Vao,NC,-22.6667,167.4833,70.29,67,100,15.28,overcast clouds
526,Bage,BR,-31.3314,-54.1069,58.78,67,0,11.5,clear sky
527,Tirlyanskiy,RU,54.2109,58.5806,50.2,79,9,2.24,clear sky
528,Nizwa,OM,22.9333,57.5333,88.63,53,0,5.06,clear sky
529,Geraldton,AU,-28.7667,114.6,52.21,87,70,13.2,broken clouds
530,Seoul,KR,37.5683,126.9778,66.61,83,20,3.29,few clouds
531,Velingara,SN,13.15,-14.1167,101.84,21,0,3.4,clear sky
532,Turukhansk,RU,65.8167,87.9833,32.27,93,86,3.15,overcast clouds
533,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,90.19,51,64,4.16,broken clouds
534,Kununurra,AU,-15.7667,128.7333,62.58,63,90,5.75,overcast clouds
535,Derzhavinsk,KZ,51.1,66.3167,61.38,36,65,7.83,broken clouds
536,Bilibino,RU,68.0546,166.4372,60.84,48,6,4.74,clear sky
537,Alanya,TR,36.5438,31.9998,75.2,69,0,4.61,clear sky
538,Walvis Bay,NA,-22.9575,14.5053,78.1,25,0,5.79,clear sky
539,Ha Giang,VN,22.8333,104.9833,76.21,98,97,0.78,overcast clouds
540,Vestmannaeyjar,IS,63.4427,-20.2734,47.39,93,90,11.5,heavy intensity drizzle
541,Port Augusta,AU,-32.5,137.7667,57.34,66,5,13.13,clear sky
542,Muzaffarabad,PK,34.37,73.4711,76.44,67,0,5.21,clear sky
543,Avera,US,33.194,-82.5271,90.91,41,100,4.47,overcast clouds
544,Aktau,KZ,43.65,51.2,68.58,62,0,9.17,clear sky
545,Vaitape,PF,-16.5167,-151.75,80.74,74,23,11.05,few clouds
546,Jatai,BR,-17.8814,-51.7144,85.1,29,96,5.61,overcast clouds
547,Kisangani,CD,0.5167,25.2,71.19,97,100,1.95,overcast clouds
548,Northam,GB,51.0333,-4.2167,65.82,85,27,5.48,scattered clouds
549,Yakymivka,UA,46.6897,35.1536,58.91,78,100,8.19,overcast clouds
550,Gedo,ET,9.0167,37.45,54.01,87,5,1.57,light rain
551,Roma,US,43.2128,-75.4557,88.9,45,1,1.01,clear sky
552,Tawau,MY,4.2498,117.8871,75.33,94,100,1.99,overcast clouds
553,Cockburn Town,TC,21.4612,-71.1419,80.1,80,6,21.61,clear sky
554,Tautira,PF,-17.7333,-149.15,82.42,74,21,12.08,few clouds
555,Kibala,TD,9.1104,18.3463,84.15,74,0,0.0,clear sky
556,Quang Ngai,VN,15.1167,108.8,79.7,83,100,3.71,overcast clouds
557,Karaton,ID,-6.3424,106.1045,78.96,95,100,3.6,overcast clouds
558,Yarensk,RU,62.1675,49.0916,55.31,83,8,5.14,clear sky
559,Moscow,RU,55.7522,37.6156,64.99,82,20,8.95,moderate rain
560,Mount Isa,AU,-20.7333,139.5,46.17,66,0,5.75,clear sky
561,Port Lincoln,AU,-34.7333,135.8667,59.86,52,100,21.21,overcast clouds
562,Bismarck,US,46.8083,-100.7837,80.6,24,1,21.85,clear sky
563,Ust-Kulom,RU,61.6864,53.6902,55.9,66,50,4.23,scattered clouds
564,Ouesso,CG,1.6136,16.0517,70.48,94,98,2.46,overcast clouds
565,Baculin,PH,7.4525,126.5842,76.98,87,97,3.51,overcast clouds
566,Kuna,US,43.4918,-116.4201,68.56,35,1,1.01,clear sky
567,Sokoni,TZ,-6.4333,39.55,80.46,73,5,19.04,clear sky
568,Lokosovo,RU,61.1333,74.8167,43.29,70,3,5.82,clear sky
569,Sinnamary,GF,5.3833,-52.95,76.57,90,100,9.78,overcast clouds
570,Kjollefjord,NO,70.9457,27.3465,40.15,66,5,2.91,clear sky
571,Lorengau,PG,-2.0226,147.2712,79.68,79,100,3.71,overcast clouds
572,La Cruz,MX,23.9167,-106.9,91.47,62,1,8.99,clear sky
573,Grand-Santi,GF,4.25,-54.3833,85.75,63,99,5.55,overcast clouds
574,Say,NE,13.1007,2.3689,97.36,28,98,11.7,overcast clouds
575,Jalu,LY,29.0331,21.5482,82.31,19,0,6.55,clear sky
576,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,41.59,100,90,2.24,light rain
577,Pringsewu,ID,-5.3582,104.9744,73.65,97,99,4.63,overcast clouds
578,Hobyo,SO,5.3505,48.5268,79.12,86,51,26.66,broken clouds
579,Sur,OM,22.5667,59.5289,84.2,78,0,16.2,clear sky
580,Kedrovyy,RU,56.1667,91.8167,54.01,88,100,11.79,overcast clouds
581,Nuevitas,CU,21.5453,-77.2644,82.4,83,40,16.11,scattered clouds
582,Praia,CV,14.9215,-23.5087,78.8,61,20,23.02,few clouds
583,Tuatapere,NZ,-46.1333,167.6833,41.25,90,28,4.25,scattered clouds
584,Durango,MX,24.8333,-104.8333,82.2,17,3,5.99,clear sky
585,Nyakahanga,TZ,-1.6033,31.1414,63.97,70,100,1.72,overcast clouds
586,Hernani,ES,43.2662,-1.9762,69.4,73,20,3.0,few clouds
587,Halifax,CA,44.6453,-63.5724,78.69,48,51,5.75,broken clouds
588,Uman,UA,48.7484,30.2218,57.52,87,100,4.88,overcast clouds
589,Lerwick,GB,60.1545,-1.1494,53.6,79,84,7.76,broken clouds
590,Novikovo,RU,51.1537,37.8879,56.37,90,8,4.05,clear sky
591,Angoram,PG,-4.0625,144.0661,72.79,99,100,1.99,moderate rain
592,Rio Novo Do Sul,BR,-20.8625,-40.9364,78.26,68,100,7.49,overcast clouds
593,Laguna,US,38.421,-121.4238,88.21,42,1,3.0,clear sky
594,Cleveland,US,41.4995,-81.6954,89.6,50,20,1.01,few clouds
595,Elos,GR,36.8327,22.6983,75.18,64,91,3.15,overcast clouds
596,Comodoro Rivadavia,AR,-45.8667,-67.5,55.26,41,0,11.5,clear sky
597,Oranjestad,AW,12.524,-70.027,85.95,66,20,21.85,few clouds
598,Floro,NO,61.5996,5.0328,57.2,77,11,9.22,few clouds
599,Port Hawkesbury,CA,45.6169,-61.3485,59.0,72,1,12.66,clear sky
600,Whitianga,NZ,-36.8333,175.7,57.02,93,100,20.09,light rain
601,Bukachacha,RU,52.9833,116.9167,55.36,60,12,2.57,few clouds
602,Banda Aceh,ID,5.5577,95.3222,79.93,76,100,13.56,overcast clouds
603,Qui Nhon,VN,13.7667,109.2333,81.3,79,100,5.41,overcast clouds
604,Lianran,CN,24.9227,102.485,62.6,94,90,6.71,moderate rain
605,Mankachar,IN,25.5333,89.8667,78.76,89,96,13.11,moderate rain
606,Moen,NO,69.1304,18.6123,64.4,32,0,6.91,clear sky
607,Srostki,RU,52.4189,85.7022,50.67,87,0,5.08,clear sky
608,Terra Santa,BR,-2.1042,-56.4869,91.81,44,100,6.8,overcast clouds
609,Zyryanka,RU,65.75,150.85,47.28,69,100,14.36,overcast clouds
610,Russell,US,32.3502,-85.1999,87.51,58,75,1.88,broken clouds
611,Lavrentiya,RU,65.5833,-171.0,34.74,81,99,5.93,overcast clouds
612,Tungor,RU,53.3808,142.9564,35.47,98,100,14.27,overcast clouds
613,Hohhot,CN,40.8106,111.6522,66.2,55,0,4.47,clear sky
614,Talkha,EG,31.0539,31.3779,68.22,69,0,7.09,clear sky
615,Kurumkan,RU,54.3,110.3,49.35,84,100,2.57,overcast clouds
616,Pontianak,ID,-0.0333,109.3333,75.18,100,40,2.95,scattered clouds
617,Majene,ID,-3.5403,118.9707,78.08,84,93,4.99,overcast clouds
618,Palana,RU,59.1167,159.9667,40.96,86,100,6.29,overcast clouds
619,Kerekegyhaza,HU,46.9372,19.4781,75.83,70,0,5.39,clear sky
620,Lakes Entrance,AU,-37.8811,147.981,51.19,73,100,9.22,overcast clouds
621,Rehoboth,NA,-23.3167,17.0833,55.94,34,0,6.76,clear sky
622,Westport,US,41.1415,-73.3579,98.28,43,1,1.01,clear sky
623,Vestmanna,FO,62.1564,-7.1664,47.32,100,90,11.95,fog
624,Ajdabiya,LY,30.7554,20.2263,73.58,54,0,13.04,clear sky
625,Ulladulla,AU,-35.35,150.4667,52.88,80,100,5.1,overcast clouds
626,Preston,GB,53.7667,-2.7167,69.78,58,4,4.47,clear sky
627,Yarmouth,US,41.7057,-70.2286,84.2,48,1,10.36,clear sky
628,Zhenlai,CN,45.8495,123.2973,59.74,59,39,4.5,scattered clouds
629,Ust-Tarka,RU,55.5672,75.705,55.81,74,5,8.3,clear sky
630,Getahovit,AM,40.8978,45.1392,56.5,97,72,0.78,broken clouds
631,Romitan,UZ,39.9343,64.3814,95.0,23,0,6.91,clear sky
632,Bonavista,CA,48.6499,-53.1147,50.0,71,100,8.05,overcast clouds
633,Acapulco,MX,16.8634,-99.8901,89.42,66,40,9.86,scattered clouds
634,Mapiripan,CO,2.8892,-72.1256,80.24,87,100,5.97,overcast clouds
635,Staryy Nadym,RU,65.6118,72.6842,37.36,66,11,7.63,few clouds
636,Joshimath,IN,30.5667,79.5667,64.6,68,24,4.61,few clouds
637,Saurimo,AO,-9.6608,20.3916,64.81,49,19,5.3,few clouds
638,Galle,LK,6.0367,80.217,80.82,83,100,11.79,overcast clouds
639,Novyy Urengoy,RU,66.0833,76.6333,36.25,72,74,10.63,broken clouds
640,Linxia,CN,35.6003,103.2064,55.53,76,98,2.55,overcast clouds
641,Valledupar,CO,10.4631,-73.2532,94.57,38,100,2.64,overcast clouds
642,Carauari,BR,-4.8828,-66.8958,86.72,72,87,1.52,overcast clouds
643,Jiayuguan,CN,39.8167,98.3,61.95,28,3,4.94,clear sky
644,Paamiut,GL,61.994,-49.6678,37.9,97,100,2.3,light rain
645,Leshukonskoye,RU,64.8989,45.7622,44.49,52,44,8.97,scattered clouds
646,Krasnyy Oktyabr,RU,56.1167,38.8833,57.42,94,88,3.96,overcast clouds
647,Aleksandrov Gay,RU,50.147,48.5704,63.9,72,68,4.92,broken clouds
648,Neiafu,TO,-18.65,-173.9833,74.08,83,20,5.75,few clouds
649,Charters Towers,AU,-20.1,146.2667,56.8,86,15,7.38,few clouds
650,Maumere,ID,-8.6199,122.2111,77.61,81,99,1.79,overcast clouds
651,Florence,IT,43.7667,11.25,74.88,63,20,6.91,few clouds
652,Sivas,TR,39.7916,37.0019,50.63,66,0,4.61,clear sky
653,Rietavas,LT,55.7194,21.9311,59.61,77,90,4.43,overcast clouds
654,Nuuk,GL,64.1835,-51.7216,43.41,93,75,10.36,light rain
655,El Tigre,VE,8.8875,-64.2454,85.19,55,59,12.35,broken clouds
656,Ongandjera,NA,-17.8833,15.0667,65.28,32,0,9.4,clear sky
657,Amarkantak,IN,22.6667,81.75,77.59,53,7,5.32,clear sky
658,Belaya Gora,RU,68.5333,146.4167,38.07,91,100,7.36,overcast clouds
659,Hidalgo,MX,20.5,-99.0,80.44,29,88,4.63,overcast clouds
660,Porto Novo,BJ,6.4965,2.6036,82.22,78,100,7.76,overcast clouds
661,Tupik,RU,54.4253,119.9327,53.4,70,6,5.41,clear sky
662,Ambilobe,MG,-13.2,49.05,71.82,87,85,4.25,overcast clouds
663,Waitati,NZ,-45.75,170.5667,43.81,87,100,2.51,overcast clouds
664,Seminole,US,28.7086,-81.2081,97.36,59,75,1.99,broken clouds
